index,Unnamed: 0,timestamp,fps,fails,edge_preprocess_time,edge_inf_time,mobile_preprocess_time,mobile_inf_time,comm_time,end_to_end_latency,jpeg_compression,type,other_clients,position,energon_gpu_in_power_mW,energon_network_metrics_wlan0_rx_errors,energon_gpu_total_usage_percentage,energon_network_metrics_wlan0_tx_packets,energon_network_metrics_wlan0_rx_dropped,energon_network_quality_wlan0_bit_rate_Mbs,energon_network_metrics_wlan0_rx_bytes,energon_cpu_in_power_mW,energon_ram_used_percentage,energon_total_in_power_mW,energon_cpu_total_usage_percentage,energon_network_quality_wlan0_signal_level_dBm,energon_network_metrics_wlan0_rx_packets,energon_network_metrics_wlan0_tx_bytes,energon_network_metrics_wlan0_tx_errors,energon_network_quality_wlan0_link_quality_x_over_70,energon_network_metrics_wlan0_tx_dropped
24.0,24,1691100540.5031493,7.276294900380515,0.04,0.0002748966217041,0.0202441215515136,0.0240869522094726,0.0015289783477783,0.07,0.09914690971374512,-1,split,30,1,342.0,0.0,4.9,8578.0,0.0,144.4,568811.0,2703.0,12.656762131511677,4645.0,57.53086419753086,-52.0,5912.0,6921902.0,0.0,58.0,0.0
25.0,25,1691100540.5862074,7.459475940047668,0.0384615384615384,0.0004494190216064,0.0197479724884033,0.0342867374420166,0.0014829635620117,0.07,0.1097219657897949,-1,split,30,1,342.0,0.0,4.9,8578.0,0.0,144.4,568811.0,2703.0,12.656762131511677,4645.0,57.53086419753086,-52.0,5912.0,6921902.0,0.0,58.0,0.0
26.0,26,1691100540.6940928,7.526506572578591,0.037037037037037,0.0004661083221435,0.0201547145843505,0.0397870540618896,0.0017518997192382,0.07,0.1228383255004883,-1,split,30,1,342.0,0.0,4.9,8578.0,0.0,144.4,568811.0,2703.0,12.656762131511677,4645.0,57.53086419753086,-52.0,5912.0,6921902.0,0.0,58.0,0.0
27.0,27,1691100540.7916389,7.62377186030874,0.0357142857142857,0.0004873275756835,0.0194916725158691,0.0417373180389404,0.0017511844635009,0.07,0.1188817691802978,-1,split,30,1,342.0,0.0,4.9,8578.0,0.0,144.4,568811.0,2703.0,12.656762131511677,4645.0,57.53086419753086,-52.0,5912.0,6921902.0,0.0,58.0,0.0
28.0,28,1691100540.899568,7.6804225114619555,0.0344827586206896,0.0004827976226806,0.0201387405395507,0.0387966632843017,0.0059015750885009,0.08,0.1393473911285401,-1,split,30,1,342.0,0.0,4.9,8578.0,0.0,144.4,568811.0,2703.0,12.656762131511677,4645.0,57.53086419753086,-52.0,5912.0,6921902.0,0.0,58.0,0.0
29.0,29,1691100541.0024178,7.748505133543094,0.0333333333333333,0.0005035400390625,0.0201225280761718,0.0437347888946533,0.0016765594482421,0.05,0.1036632537841797,-1,split,30,1,342.0,0.0,4.9,8578.0,0.0,144.4,568811.0,2703.0,12.656762131511677,4645.0,57.53086419753086,-52.0,5912.0,6921902.0,0.0,58.0,0.0
30.0,30,1691100541.159374,7.960759906052027,0.0333333333333333,0.0003237724304199,0.02142333984375,0.0350286960601806,0.0021209716796875,0.07,0.11156899452209469,-1,split,30,1,342.0,0.0,4.9,8578.0,0.0,144.4,568811.0,2703.0,12.656762131511677,4645.0,57.53086419753086,-52.0,5912.0,6921902.0,0.0,58.0,0.0
31.0,31,1691100541.8269095,7.708821909352952,0.0333333333333333,0.0002825260162353,0.0204071998596191,0.0237724781036376,0.0015492439270019,0.09,0.12295445442199707,-1,split,30,1,342.0,0.0,4.9,8578.0,0.0,144.4,568811.0,2703.0,12.656762131511677,4645.0,57.53086419753086,-52.0,5912.0,6921902.0,0.0,58.0,0.0
32.0,32,1691100542.0726943,7.745563592122689,0.0333333333333333,0.0002791881561279,0.0207984447479248,0.0227677822113037,0.0015463829040527,0.06,0.0919018363952637,-1,split,30,1,342.0,0.0,4.9,8578.0,0.0,144.4,568811.0,2703.0,12.656762131511677,4645.0,57.53086419753086,-52.0,5912.0,6921902.0,0.0,58.0,0.0
33.0,33,1691100542.4372509,7.771182485174658,0.0333333333333333,0.0002913475036621,0.0203235149383544,0.0503170490264892,0.0071620941162109,0.06,0.12310558319091797,-1,split,30,1,939.0,0.0,99.7,8744.0,0.0,144.4,584075.0,3123.0,12.890907550007194,5888.0,55.08684863523573,-41.0,5999.0,7112261.0,0.0,69.0,0.0
34.0,34,1691100542.541575,8.050087193075637,0.0333333333333333,0.0005481243133544,0.0195183753967285,0.0472500324249267,0.0027885437011718,0.06,0.116185245513916,-1,split,30,1,939.0,0.0,99.7,8744.0,0.0,144.4,584075.0,3123.0,12.890907550007194,5888.0,55.08684863523573,-41.0,5999.0,7112261.0,0.0,69.0,0.0
35.0,35,1691100542.63342,8.103700459998445,0.0333333333333333,0.0004630088806152,0.019486665725708,0.0393447875976562,0.0016672611236572,0.06,0.1082180118560791,-1,split,30,1,939.0,0.0,99.7,8744.0,0.0,144.4,584075.0,3123.0,12.890907550007194,5888.0,55.08684863523573,-41.0,5999.0,7112261.0,0.0,69.0,0.0
